Datas,"EVAPORACAO DO PICHE, DIARIA(mm)","INSOLACAO TOTAL, DIARIO(h)","PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)","VENTO, VELOCIDADE MEDIA DIARIA(m/s)",Unnamed: 10,"EVAPREF, DIARIA(mm)"
1961-01-01,0.5,,,,,18.8,92.0,89.0,1.333333,,
1961-01-02,0.4,,17.0,,,20.0,91.5,91.0,3.333333,,
1961-01-03,0.5,,1.0,,,19.8,81.5,61.0,2.0,,
1961-01-04,0.7,,11.5,,,20.0,86.0,66.0,2.0,,
1961-01-05,0.4,,1.3,,,19.6,82.25,59.0,0.0,,
1961-01-06,0.9,,6.7,,,19.8,95.75,87.0,2.666667,,
1961-01-07,0.4,,23.0,,,19.0,91.75,91.0,1.333333,,
1961-01-08,0.3,,7.5,,,18.8,84.75,71.0,0.666667,,
1961-01-09,0.7,,0.0,,,19.8,84.5,69.0,3.333333,,
1961-01-10,0.6,,9.0,,,19.8,87.75,63.0,2.0,,
1961-01-11,0.8,,4.0,,,19.4,86.25,73.0,2.0,,
1961-01-12,0.7,,0.0,,,18.0,73.5,51.0,2.0,,
1961-01-13,1.0,,0.5,,,19.4,90.25,88.0,2.0,,
1961-01-14,0.7,,9.5,,,18.4,78.75,60.0,2.0,,
1961-01-15,0.7,,0.0,,,19.4,73.25,52.0,1.333333,,
1961-01-16,1.1,,1.5,,,19.0,71.75,54.0,3.333333,,
1961-01-17,1.1,,0.0,,,19.0,84.75,65.0,2.666667,,
1961-01-18,0.7,,12.5,,,18.8,73.75,49.0,2.0,,
1961-01-19,0.6,,0.0,,,18.6,78.75,69.0,3.333333,,
1961-01-20,1.0,,20.0,,,19.0,81.25,60.0,1.333333,,
1961-01-21,0.7,,14.5,,,18.8,83.75,62.0,2.666667,,
1961-01-22,0.7,,4.0,,,18.6,77.5,61.0,3.333333,,
1961-01-23,1.4,,0.0,,,20.4,79.75,56.0,2.666667,,
1961-01-24,1.5,,6.5,,,19.4,75.25,54.0,2.666667,,
1961-01-25,1.0,,0.0,,,19.8,71.25,59.0,3.333333,,
1961-01-26,0.7,,0.0,,,19.0,65.5,57.0,6.0,,
1961-01-27,1.3,,0.0,,,17.4,78.75,66.0,8.0,,
1961-01-28,0.6,,0.5,,,16.6,85.5,76.0,4.666667,,
1961-01-29,0.4,,0.0,,,17.4,83.5,69.0,1.333333,,
1961-01-30,0.3,,0.0,,,18.0,79.5,58.0,1.333333,,
1961-01-31,0.2,,0.0,,,17.2,74.75,55.0,3.333333,,
1961-02-01,0.7,,0.0,,,18.8,76.5,56.0,2.0,,
1961-02-02,0.8,,0.0,,,18.4,73.0,50.0,1.333333,,
1961-02-03,0.4,,22.0,,,18.2,81.25,68.0,1.333333,,
1961-02-04,0.6,,5.0,,,19.4,79.0,62.0,2.0,,
1961-02-05,0.4,,31.0,,,17.6,85.25,70.0,2.0,,
1961-02-06,0.5,,4.0,,,18.8,73.75,55.0,4.0,,
1961-02-07,0.8,,0.0,,,17.8,68.75,47.0,0.666667,,
1961-02-08,1.2,,0.0,,,20.6,74.75,56.0,1.333333,,
1961-02-09,3.0,,0.0,,,20.2,74.75,70.0,2.0,,
1961-02-10,3.1,,23.5,,,19.4,79.5,70.0,3.333333,,
1961-02-11,2.6,,2.0,,,20.2,81.5,73.0,3.333333,,
1961-02-12,1.3,,23.0,,,18.6,92.0,88.0,1.333333,,
1961-02-13,1.3,,21.5,,,18.0,88.75,83.0,2.0,,
1961-02-14,2.0,,3.0,,,17.0,67.5,55.0,4.666667,,
1961-02-15,5.1,,0.0,,,15.6,77.0,65.0,2.666667,,
1961-02-16,3.5,,0.0,,,17.4,90.25,81.0,3.333333,,
1961-02-17,1.4,,25.0,,,18.6,84.75,73.0,5.333333,,
1961-02-18,2.0,,0.0,,,18.6,86.75,74.0,3.333333,,
1961-02-19,2.1,,1.5,,,18.0,85.0,62.0,4.0,,
1961-02-20,1.8,,30.5,,,16.4,80.0,59.0,0.666667,,
1961-02-21,2.2,,0.0,,,17.6,80.25,60.0,2.666667,,
1961-02-22,1.4,,1.5,,,19.8,81.25,64.0,2.666667,,
1961-02-23,1.6,,19.5,,,19.0,90.5,75.0,2.0,,
1961-02-24,1.0,,4.5,,,18.8,84.75,68.0,2.666667,,
1961-02-25,2.6,,3.0,,,18.8,78.25,57.0,2.666667,,
1961-02-26,3.8,,0.0,,,19.0,81.25,57.0,1.333333,,
1961-02-27,2.4,,29.5,,,19.6,91.5,82.0,0.666667,,
1961-02-28,1.0,,0.0,,,19.6,83.75,77.0,2.666667,,
1961-03-01,1.7,,1.0,,,19.0,84.5,75.0,4.0,,
1961-03-02,2.6,,0.0,,,17.0,72.75,59.0,4.666667,,
1961-03-03,3.7,,0.0,,,15.4,63.0,49.0,2.666667,,
1961-03-04,3.5,,0.0,,,18.0,65.75,34.0,4.0,,
1961-03-05,3.2,,0.0,,,16.8,74.0,40.0,1.333333,,
1961-03-06,5.5,,13.5,,,15.6,75.75,69.0,3.333333,,
1961-03-07,4.7,,4.0,,,19.0,85.5,78.0,2.0,,
1961-03-08,3.5,,2.8,,,19.0,89.25,77.0,1.333333,,
1961-03-09,1.0,,26.5,,,18.4,87.0,76.0,1.333333,,
1961-03-10,2.7,,3.5,,,19.8,75.5,55.0,1.333333,,
1961-03-11,3.3,,0.0,,,20.0,80.0,79.0,0.666667,,
1961-03-12,2.0,,2.5,,,20.4,79.75,55.0,4.0,,
1961-03-13,3.1,,0.5,,,19.0,79.25,75.0,1.333333,,
1961-03-14,3.2,,0.0,,,19.4,75.25,49.0,2.666667,,
1961-03-15,3.2,,0.0,,,19.6,82.5,60.0,1.333333,,
1961-03-16,2.9,,1.0,,,19.2,75.25,56.0,3.333333,,
1961-03-17,3.3,,0.0,,,19.8,80.5,55.0,3.333333,,
1961-03-18,2.3,,8.5,,,19.2,85.5,65.0,2.0,,
1961-03-19,1.9,,15.5,,,19.4,83.75,63.0,2.0,,
1961-03-20,1.1,,28.0,,,18.4,78.75,57.0,0.0,,
1961-03-21,1.9,,13.5,,,18.6,86.75,72.0,2.0,,
1961-03-22,1.4,,0.0,,,16.6,81.0,58.0,2.0,,
1961-03-23,2.5,,0.0,,,20.2,74.75,53.0,2.666667,,
1961-03-24,3.1,,0.0,,,19.0,73.25,45.0,1.333333,,
1961-03-25,2.6,,0.0,,,17.2,63.75,48.0,3.333333,,
1961-03-26,2.6,,0.0,,,16.0,61.25,47.0,2.666667,,
1961-03-27,3.1,,0.0,,,17.0,65.75,57.0,11.333333,,
1961-03-28,3.7,,0.0,,,14.6,63.25,54.0,7.333333,,
1961-03-29,2.2,,0.0,,,12.4,54.25,40.0,4.0,,
1961-03-30,2.3,,0.0,,,10.4,79.0,58.0,3.333333,,
1961-03-31,2.7,,0.0,,,12.2,64.75,37.0,4.0,,
1961-04-01,2.3,,0.0,,,12.6,62.0,30.0,2.666667,,
1961-04-02,2.2,,0.0,,,11.8,69.5,46.0,2.0,,
1961-04-03,1.6,,0.0,,,18.6,82.75,67.0,2.666667,,
1961-04-04,1.2,,1.8,,,17.8,91.5,89.0,2.0,,
1961-04-05,0.4,,39.5,,,17.4,81.0,60.0,4.666667,,
1961-04-06,0.9,,1.5,,,17.0,88.75,81.0,2.0,,
1961-04-07,1.4,,0.0,,,17.2,77.75,77.0,4.0,,
1961-04-08,1.7,,0.0,,,18.0,74.5,52.0,3.333333,,
1961-04-09,1.6,,0.0,,,17.6,76.0,59.0,2.666667,,
1961-04-10,1.8,,0.0,,,18.8,76.5,58.0,1.333333,,
1961-04-11,1.7,,0.0,,,18.4,75.0,53.0,2.0,,
1961-04-12,1.8,,0.0,,,17.0,74.75,47.0,1.333333,,
1961-04-13,4.0,,0.0,,,17.4,71.25,46.0,2.666667,,
1961-04-14,5.5,,0.0,,,18.6,72.5,48.0,3.333333,,
1961-04-15,6.0,,0.0,,,18.8,66.75,41.0,4.666667,,
1961-04-16,4.9,,0.0,,,18.6,69.5,45.0,3.333333,,
1961-04-17,3.9,,0.0,,,16.2,67.75,40.0,2.666667,,
1961-04-18,2.8,,0.0,,,14.2,69.25,38.0,2.0,,
1961-04-19,2.6,,0.0,,,16.2,73.0,64.0,6.0,,
1961-04-20,2.3,,0.0,,,15.0,62.0,62.0,4.666667,,
1961-04-21,2.4,,0.0,,,17.0,82.0,56.0,3.333333,,
1961-04-22,1.7,,0.0,,,15.6,74.25,50.0,4.666667,,
1961-04-23,2.4,,0.5,,,17.8,89.0,71.0,2.0,,
1961-04-24,1.2,,0.0,,,15.6,81.5,57.0,1.333333,,
1961-04-25,1.9,,0.0,,,18.0,86.75,76.0,0.0,,
1961-04-26,1.2,,24.0,,,17.0,89.25,75.0,1.333333,,
1961-04-27,0.9,,0.0,,,13.0,84.25,61.0,2.0,,
1961-04-28,1.8,,0.0,,,9.6,74.5,40.0,1.333333,,
1961-04-29,2.4,,0.0,,,10.4,66.25,31.0,2.0,,
1961-04-30,3.7,,0.0,,,11.6,75.0,43.0,3.333333,,
1961-05-01,3.7,,0.0,,,14.2,67.0,51.0,3.333333,,
1961-05-02,4.1,,0.0,,,15.6,73.25,60.0,5.333333,,
1961-05-03,2.5,,14.5,,,17.0,85.25,65.0,2.666667,,
1961-05-04,1.6,,34.0,,,15.4,94.5,90.0,4.666667,,
1961-05-05,0.8,,8.5,,,13.6,85.5,68.0,2.666667,,
1961-05-06,1.6,,0.0,,,12.6,79.25,47.0,1.333333,,
1961-05-07,2.7,,0.0,,,12.6,76.25,38.0,0.666667,,
1961-05-08,2.5,,0.0,,,14.2,87.5,78.0,0.0,,
1961-05-09,0.9,,0.0,,,16.8,90.0,83.0,0.0,,
1961-05-10,0.9,,0.0,,,16.4,76.75,59.0,6.0,,
1961-05-11,3.6,,0.0,,,14.8,69.25,57.0,5.333333,,
1961-05-12,3.7,,0.0,,,14.0,69.75,59.0,2.0,,
1961-05-13,4.2,,0.0,,,15.0,71.75,47.0,2.0,,
1961-05-14,3.3,,0.0,,,12.4,73.5,43.0,2.0,,
1961-05-15,3.0,,0.0,,,12.8,74.75,49.0,2.666667,,
1961-05-16,3.6,,0.0,,,13.0,56.5,48.0,2.0,,
1961-05-17,2.2,,0.0,,,12.8,61.0,42.0,4.0,,
1961-05-18,3.1,,0.0,,,12.6,75.5,54.0,2.666667,,
1961-05-19,3.2,,0.0,,,14.0,76.75,56.0,1.333333,,
1961-05-20,2.3,,0.0,,,10.2,72.5,55.0,5.333333,,
1961-05-21,2.8,,0.0,,,9.8,68.25,50.0,2.666667,,
1961-05-22,3.4,,0.0,,,11.8,68.25,52.0,4.666667,,
1961-05-23,3.0,,0.0,,,15.0,79.5,59.0,0.666667,,
1961-05-24,3.0,,3.5,,,12.8,74.25,58.0,3.333333,,
1961-05-25,3.0,,0.0,,,12.4,69.75,51.0,3.333333,,
1961-05-26,2.3,,0.0,,,11.2,74.25,43.0,0.666667,,
1961-05-27,2.6,,0.0,,,9.8,69.75,42.0,2.666667,,
1961-05-28,3.1,,0.0,,,9.2,75.0,38.0,1.333333,,
1961-05-29,2.7,,0.0,,,8.2,68.0,37.0,0.0,,
1961-05-30,4.0,,0.0,,,9.0,74.75,32.0,0.666667,,
1961-05-31,3.7,,0.0,,,8.4,61.25,37.0,2.666667,,
1961-06-01,2.0,,0.0,,,8.6,70.75,38.0,4.0,,
1961-06-02,3.5,,0.0,,,8.2,64.75,38.0,3.333333,,
1961-06-03,4.5,,0.0,,,11.6,48.0,48.0,5.333333,,
1961-06-04,4.6,,0.0,,,16.0,76.75,43.0,2.666667,,
1961-06-05,2.5,,0.0,,,13.4,69.0,43.0,3.333333,,
1961-06-06,4.0,,0.0,,,15.8,59.0,41.0,3.333333,,
1961-06-07,3.5,,0.0,,,14.4,72.0,44.0,4.666667,,
1961-06-08,4.6,,0.0,,,12.8,74.0,46.0,3.333333,,
1961-06-09,4.0,,0.0,,,15.4,66.25,44.0,3.333333,,
1961-06-10,3.8,,0.0,,,14.8,73.0,48.0,2.666667,,
1961-06-11,3.9,,0.0,,,13.8,68.0,44.0,2.666667,,
1961-06-12,3.3,,0.0,,,12.6,72.75,50.0,1.333333,,
1961-06-13,2.7,,0.0,,,15.0,83.5,64.0,2.0,,
1961-06-14,1.7,,0.0,,,12.0,87.5,73.0,1.333333,,
1961-06-15,1.0,,0.2,,,11.4,88.5,84.0,2.0,,
1961-06-16,0.4,,0.3,,,10.6,79.25,72.0,4.0,,
1961-06-17,1.7,,0.0,,,9.6,77.5,63.0,2.0,,
1961-06-18,2.6,,0.0,,,10.0,74.75,44.0,2.666667,,
1961-06-19,3.6,,0.0,,,13.6,73.0,44.0,2.666667,,
1961-06-20,3.3,,0.0,,,11.6,73.25,40.0,1.333333,,
1961-06-21,3.2,,0.0,,,9.4,62.25,40.0,3.333333,,
1961-06-22,3.0,,0.0,,,12.0,79.0,50.0,2.0,,
1961-06-23,3.2,,0.0,,,8.4,72.25,49.0,4.0,,
1961-06-24,4.0,,0.0,,,10.0,63.5,39.0,5.333333,,
1961-06-25,4.3,,0.0,,,13.4,57.75,43.0,7.333333,,
1961-06-26,6.5,,0.0,,,16.4,53.75,42.0,6.666667,,
1961-06-27,6.0,,0.0,,,14.6,60.25,42.0,6.666667,,
1961-06-28,6.5,,0.0,,,14.8,64.5,36.0,5.333333,,
1961-06-29,7.0,,0.0,,,13.0,62.25,38.0,4.0,,
1961-06-30,5.5,,0.0,,,11.6,60.75,34.0,2.0,,
1961-07-01,5.5,,0.0,,,8.6,56.75,34.0,3.333333,,
1961-07-02,5.7,,0.0,,,11.6,61.75,35.0,4.0,,
1961-07-03,6.0,,0.0,,,11.8,57.75,36.0,4.0,,
1961-07-04,6.1,,0.0,,,13.0,47.5,41.0,4.0,,
1961-07-05,6.7,,0.0,,,10.6,60.5,38.0,4.0,,
1961-07-06,6.5,,0.0,,,10.0,57.75,31.0,2.666667,,
1961-07-07,6.2,,0.0,,,8.0,60.75,31.0,2.0,,
1961-07-08,5.0,,0.0,,,8.6,79.75,62.0,1.333333,,
1961-07-09,4.4,,0.0,,,12.0,64.25,47.0,2.666667,,
1961-07-10,2.8,,0.0,,,10.2,57.75,34.0,0.666667,,
1961-07-11,4.2,,0.0,,,9.8,56.5,29.0,2.666667,,
1961-07-12,4.3,,0.0,,,11.0,61.0,34.0,4.666667,,
1961-07-13,6.0,,0.0,,,14.2,60.5,32.0,2.0,,
1961-07-14,6.4,,0.0,,,13.0,64.25,51.0,5.333333,,
1961-07-15,7.0,,0.0,,,11.0,58.75,25.0,3.333333,,
1961-07-16,5.6,,0.0,,,7.6,59.0,29.0,1.333333,,
1961-07-17,5.4,,0.0,,,9.0,55.0,33.0,2.666667,,
1961-07-18,7.0,,0.0,,,8.8,55.0,26.0,1.333333,,
1961-07-19,3.1,,0.0,,,11.4,47.25,24.0,1.333333,,
1961-07-20,8.4,,0.0,,,11.8,53.5,26.0,3.333333,,
1961-07-21,3.3,,0.0,,,10.0,56.5,32.0,4.666667,,
1961-07-22,6.1,,0.0,,,9.8,61.25,35.0,2.0,,
1961-07-23,5.0,,0.0,,,12.0,69.5,34.0,1.333333,,
1961-07-24,4.1,,0.0,,,9.0,64.0,29.0,1.333333,,
1961-07-25,5.4,,0.0,,,8.6,52.25,27.0,0.666667,,
1961-07-26,3.1,,0.0,,,9.0,50.5,31.0,2.0,,
